Unnamed: 0,TimeStamp,Relative Time,srcIP,dstIP,srcPort,dstPort,ipLen,len,fmt,uType,asduType,numix,cot,oa,addr,ioa,label,attack_type
213,14.540449,747.494037,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
408,15.052568,1428.682167,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
332,15.004362,1146.622851,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
208,14.534438,727.38086,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
1932,16.335915,6742.157718,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
78,14.46101,273.106006,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
29,14.432226,105.266058,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
1854,16.295214,6495.139246,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
14831,8.083391,62816.913949,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1876,16.310541,6568.41701,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
14972,8.182446,63407.468518,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1915,16.325994,6682.942385,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
165,14.510445,567.450736,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15054,8.242317,63766.177484,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
495,15.104239,1745.393703,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14960,8.173707,63360.078057,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,1,Command Injection
65,14.451888,221.884138,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
141,14.494921,492.217291,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15061,8.244818,63791.183511,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
14963,8.174627,63369.276772,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1974,16.36166,6879.603031,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
331,15.004002,1143.022885,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
1983,16.363541,6898.412336,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
249,14.560851,871.516345,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15043,8.234186,63724.866215,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
14844,8.093266,62875.664835,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
305,14.591685,1059.852745,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14870,8.110798,62970.982913,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15111,8.281013,63993.135281,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
49,14.442727,170.275231,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15032,8.224051,63663.510121,3232238584,3232238447,2404,61254,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
2,14.414519,8.191193,3232238584,3232238447,2404,61254,90,21,1,2.0,31.0,1.0,3.0,0.0,65535.0,0.0,0,Normal
1863,16.301713,6520.135879,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
350,15.014548,1208.480506,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15040,8.232705,63710.05552,3232238447,3232238584,61254,2404,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
1855,16.295433,6497.329506,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
344,15.012881,1191.8188,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15130,8.294454,64087.546607,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
481,15.0948,1691.007295,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
1894,16.315593,6618.93235,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
33,14.433326,116.266485,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
31,14.432886,111.866098,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
231,14.55097,812.707245,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15099,8.271835,63941.356162,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
192,14.524666,669.66643,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
333,15.004685,1149.853058,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
3,14.414519,8.191193,3232238584,3232238447,2404,61254,90,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
204,14.533228,715.279326,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
1833,16.285191,6434.91647,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14935,8.155289,63255.889743,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
306,14.592293,1065.936709,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
109,14.480315,386.157513,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
430,15.064632,1509.323915,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
77,14.46025,265.503227,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
84,14.463071,293.71474,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
286,14.581122,994.220082,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
82,14.462479,287.791465,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
15127,8.292934,64072.347864,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14925,8.151249,63215.491068,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15030,8.222529,63648.295997,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
398,15.04537,1396.699694,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
323,15.000943,1112.430757,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
1838,16.285992,6442.920998,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15052,8.241378,63756.780703,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15058,8.243757,63780.57424,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
5,14.415427,17.276845,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14867,8.105979,62962.795096,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
465,15.084795,1630.949746,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
97,14.472333,346.338945,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,3.0,0,Normal
266,14.570413,927.136315,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
357,15.02321,1255.101942,3232238447,3232238584,61254,2404,46,4,0,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
15004,8.202643,63529.434221,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14934,8.15484,63251.405323,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
380,15.034525,1328.253065,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
1950,16.344797,6790.972478,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
381,15.035031,1333.313117,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
490,15.102759,1730.591944,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
118,14.483098,413.986411,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
15036,8.225825,63681.258685,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
250,14.560953,872.530378,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
1842,16.290635,6449.349392,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
9,14.420814,31.140028,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
196,14.530987,692.878707,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
1922,16.332374,6706.747824,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
81,14.46177,280.708735,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14919,8.143976,63182.763767,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
1906,16.322973,6652.73816,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14933,8.154232,63245.328119,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
239,14.553321,836.216973,3232238447,3232238584,61254,2404,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
290,14.582128,1004.281737,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
211,14.535588,738.885489,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14853,8.101222,62915.223379,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
359,15.023284,1255.841434,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
449,15.074633,1569.335496,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
227,14.54471,790.101824,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15086,8.262705,63890.049198,3232238584,3232238447,2404,61254,46,4,0,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
15082,8.260616,63869.166507,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,3.0,1,Command Injection
14932,8.153831,63241.317959,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1820,16.28051,6388.100702,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,1,Command Injection
464,15.084737,1630.377787,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
362,15.024124,1264.244327,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
468,15.085595,1638.954453,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15071,8.252817,63831.171811,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
428,15.064519,1508.19387,3232238447,3232238584,61254,2404,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
7,14.415827,21.27642,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
155,14.502923,532.237772,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
1860,16.301393,6516.934926,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
440,15.071332,1536.325267,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
482,15.094838,1691.379884,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
422,15.061956,1482.567521,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14914,8.141989,63162.895425,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15085,8.262395,63886.95902,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
334,15.004886,1151.86879,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
1895,16.315793,6620.933334,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15070,8.252257,63825.57196,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1886,16.313173,6594.730946,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1913,16.325214,6675.139692,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1849,16.294113,6484.132979,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1900,16.321317,6636.17243,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
14843,8.093166,62874.662305,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
448,15.074393,1566.936467,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
453,15.080679,1589.792165,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
228,14.54501,793.102974,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
352,15.015282,1215.824914,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14864,8.104722,62950.221812,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
212,14.535689,739.89184,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
79,14.461212,275.121544,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
148,14.500582,508.827371,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
302,14.590112,1044.125124,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
1947,16.343837,6781.370607,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14913,8.141349,63156.495656,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1825,16.28181,6401.103409,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
342,15.011921,1182.218374,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
485,15.095781,1700.810804,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
14847,8.095208,62895.083681,3232238447,3232238584,61254,2404,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
133,14.49238,466.804429,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14839,8.091667,62859.677819,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
311,14.593724,1080.245239,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14858,8.102965,62932.654577,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1948,16.344157,6784.571635,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
0,14.414498,7.988096,3232238447,3232238584,61254,2404,46,4,0,0.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
316,14.594843,1091.438775,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14842,8.092926,62872.264635,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,1,Command Injection
1866,16.302413,6527.136904,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15008,8.204182,63544.819799,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
1851,16.294402,6487.021407,3232238447,3232238584,61254,2404,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
477,15.093637,1679.37628,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
404,15.050891,1411.916478,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
172,14.512566,588.659913,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
125,14.485518,438.187731,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
394,15.04426,1385.605333,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
420,15.060999,1472.989168,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
1871,16.305553,6558.535768,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
15039,8.232705,63710.055264,3232238584,3232238447,2404,61254,46,4,0,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
90,14.465873,321.73013,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15075,8.25396,63842.60225,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
181,14.515905,622.050941,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
274,14.572829,951.298105,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,3.0,0,Normal
15031,8.224051,63663.509763,3232238447,3232238584,61254,2404,46,4,0,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
69,14.45279,230.903081,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
291,14.582607,1009.072527,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
131,14.4914,456.999459,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
300,14.585886,1041.859343,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
424,15.062573,1488.730241,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
326,15.002269,1125.691508,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
144,14.495662,499.621887,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
423,15.06227,1485.703403,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
1899,16.321013,6633.136693,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
135,14.492541,468.41784,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
450,15.075233,1575.337658,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
164,14.510375,566.750503,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
28,14.432126,104.266276,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,3.0,0,Normal
14909,8.14001,63143.108742,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,3.0,1,Command Injection
193,14.524969,672.697986,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
388,15.041588,1358.882037,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
14988,8.192888,63471.886726,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
169,14.511445,577.451877,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
14841,8.092227,62865.271693,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
140,14.494621,489.217274,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
173,14.513025,593.250973,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,0,Normal
6,14.415528,18.283907,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
14881,8.115574,63018.747569,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
478,15.094037,1683.377811,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
73,14.45471,250.099686,3232238447,3232238584,61254,2404,46,4,2,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
15046,8.234779,63730.790413,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14949,8.165806,63321.068961,3232238447,3232238584,61254,2404,46,4,0,3.0,9.0,1.0,3.0,0.0,55.0,136.0,1,Command Injection
238,14.553321,836.216687,3232238584,3232238447,2404,61254,46,4,0,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
145,14.500022,503.22358,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
14928,8.152729,63230.295441,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
234,14.55127,815.708177,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
220,14.543421,777.21878,3232238584,3232238447,2404,61254,46,4,0,2.0,9.0,1.0,3.0,0.0,55.0,136.0,0,Normal
15059,8.244417,63787.173968,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,2.0,1,Command Injection
1819,16.27579,6380.900797,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
132,14.49184,461.401992,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,0,Normal
15126,8.292274,64065.747287,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
14910,8.140289,63145.896961,3232238584,3232238447,2404,61254,67,25,1,2.0,36.0,1.0,3.0,0.0,65535.0,1.0,1,Command Injection
